Disease,Patient_Description
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
